X,Y
90.77597662590628,0.011016130447387695
117.2051640306265,0.01706409454345703
142.6957586754366,0.02102375030517578
155.9438211646605,0.0256502628326416
174.6171523730225,0.028634071350097656
112.46893518890944,0.05334806442260742
84.77598563203456,0.08257055282592773
70.7769502222166,0.11303114891052246
65.08559861789767,0.13827943801879883
69.60911192579549,0.14365935325622559
68.10683971385805,0.16151094436645508
59.7225395665185,0.2009291648864746
63.88100591057401,0.20350337028503418
65.12721045579976,0.2149639129638672
69.12472532302013,0.21699905395507812
67.60658366897097,0.2366633415222168
68.36392922682201,0.24866914749145508
66.26043592927888,0.2716553211212158
66.90221362561788,0.28399658203125
61.23929777019845,0.3265876770019531
63.71223720986754,0.3296070098876953
62.92338357446942,0.34963154792785645
64.39620467619993,0.3571639060974121
66.63614717196211,0.3601648807525635
60.90805380199028,0.41045475006103516
58.7276827931163,0.4427213668823242
60.477905199511675,0.446444034576416
61.36746430784762,0.4562678337097168
62.86842758141612,0.46128082275390625
64.38874020704019,0.46591997146606445
61.35556458420926,0.5052516460418701
61.80028160998398,0.5177969932556152
63.31134949401064,0.5212335586547852
63.93793364111251,0.5317656993865967
64.3074407940445,0.5442605018615723
65.66102383314062,0.5482704639434814
63.51284239252101,0.58255934715271
59.048812918575734,0.6435353755950928
59.21938430292861,0.6585681438446045
58.13699945976983,0.6880300045013428
57.20473241925408,0.7167239189147949
58.194122934548744,0.7217223644256592
59.3286534040893,0.7247762680053711
60.292520500506384,0.7297754287719727
60.27135952790378,0.7466232776641846
59.44088629277731,0.7738780975341797
54.94091488535088,0.8554644584655762
55.173570171073024,0.8699817657470703
55.85760178639181,0.8772306442260742
56.828952103467266,0.8798332214355469
56.95238257520895,0.8954849243164062
57.865315986599676,0.8986384868621826
58.843038105359845,0.9007012844085693
58.51118686102159,0.9229004383087158
59.33169173727124,0.9269919395446777
60.08648753187796,0.9319899082183838
60.09057194483564,0.9485681056976318
60.82069231738514,0.9536228179931641
61.73365790428217,0.9557185173034668
62.64757171125954,0.9577386379241943
63.49274996190721,0.9607396125793457
63.966735418519214,0.9692537784576416
64.69529807964216,0.9737956523895264
65.18690945826003,0.9817922115325928
65.92736448702091,0.9859335422515869
65.79918114713087,1.003051996231079
66.56776937694272,1.006493091583252
67.42571727657595,1.0085172653198242
67.52784196345884,1.0218007564544678
68.08747161198474,1.0280892848968506
67.1019080838944,1.0580921173095703
67.85409801920066,1.0611002445220947
68.50426395057772,1.065627098083496
68.41328720406558,1.0816612243652344
69.2075011929756,1.0836975574493408
69.36038986824735,1.0957262516021729
70.01911294912168,1.0996997356414795
69.74664639931096,1.118333339691162
70.35808964046986,1.1228275299072266
70.87313462469447,1.1287775039672852
71.63254594282657,1.1307709217071533
72.31906834874934,1.133864164352417
72.87959311204597,1.1388647556304932
73.4993757211542,1.142866849899292
73.45657693549481,1.1571462154388428
73.46664714128683,1.1705992221832275
74.03785400375764,1.175074577331543
74.5085672020697,1.1810722351074219
75.2578746038959,1.182600498199463
75.13911851597362,1.1977782249450684
74.5229363798935,1.2211005687713623
74.45230886956065,1.2356903553009033
74.89786865626132,1.2416908740997314
75.64161111346667,1.2427022457122803
75.99621677158787,1.2500622272491455
75.9348329079143,1.2642419338226318
76.6014553330833,1.2662944793701172
77.0869337804296,1.271291971206665
77.6555333921559,1.2748608589172363
78.21384023566132,1.2785460948944092
78.49546240785057,1.286698579788208
79.08827508334588,1.2896981239318848
79.73998772558846,1.2916982173919678
80.38567051848958,1.2937629222869873
80.24542895495361,1.308485746383667
79.50682886483635,1.3332188129425049
80.01708208199999,1.337214469909668
80.58417334325044,1.3402135372161865
80.93703158564864,1.3467259407043457
81.49693079445358,1.3497440814971924
81.78987189933245,1.3571362495422363
80.34732552463448,1.3939480781555176
78.26718849597565,1.443772315979004
78.23246668273363,1.457195520401001
78.45105886045943,1.4658820629119873
78.83607228092997,1.4714076519012451
79.32556512164011,1.4749343395233154
79.52180219129757,1.4838697910308838
78.87094814753948,1.508793830871582
79.00612202836122,1.5188696384429932
79.56128628505442,1.5208401679992676
80.00328452665559,1.524937391281128
79.9407009439491,1.5386404991149902
79.63625283385082,1.557079792022705
80.02158785512205,1.5620784759521484
80.29698328490537,1.5691747665405273
80.54667814662226,1.5767254829406738
80.95652885919601,1.5810954570770264
80.83590928764359,1.595825433731079
80.7264946762158,1.6103758811950684
81.16831690773984,1.6139302253723145
80.84143242186798,1.6328260898590088
79.87809736768851,1.6650371551513672
80.17238732486082,1.671398401260376
77.21412736523484,1.748384714126587
77.35596265381002,1.7581062316894531
77.56088246850597,1.7663543224334717
77.7150854798341,1.77571702003479
78.05864812637128,1.780712366104126
78.20767750448273,1.7901055812835693
78.05614925090644,1.806391954421997
78.37428169550456,1.8118188381195068
78.35662298028888,1.8249893188476562
78.56104846611571,1.8329694271087646
78.61261562635157,1.8444876670837402
78.67125357629668,1.8558239936828613
78.83123864718635,1.8647429943084717
78.09493922816525,1.8951292037963867
76.68315413435396,1.9430603981018066
77.03873355591436,1.9470725059509277
77.41537485174601,1.950516939163208
77.494996279832,1.9614169597625732
77.1966891947,1.981950283050537
77.42311972387088,1.989069938659668
75.81584965510002,2.0444273948669434
75.77511201040613,2.0587234497070312
